江南style
16, 402, 116580, 65535
Seq, Enabled, Servo time, Wait time, 1:Angle, 2:Angle, 3:Angle, 4:Angle, 5:Angle, 6:Angle, 7:Angle, 8:Angle, 9:Angle, 10:Angle, 11:Angle, 12:Angle, 13:Angle, 14:Angle, 15:Angle, 16:Angle, 1:LED, 2:LED, 3:LED, 4:LED, 5:LED, 6:LED, 7:LED, 8:LED, 9:LED, 10:LED, 11:LED, 12:LED, 13:LED, 14:LED, 15:LED, 16:LED, Head LED, MP3 folder, MP3 file, MP3 volume
324, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
325, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
326, 1, 220, 240, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
327, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
328, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
329, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
330, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
331, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
332, 1, 220, 220, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
333, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
334, 1, 220, 240, 18, 7, 39, 171, 168, 150, 92, 58, 54, 123, 93, 120, 131, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
335, 1, 220, 240, 38, 7, 39, 141, 168, 150, 92, 43, 43, 121, 90, 121, 126, 116, 70, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
336, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
337, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
338, 1, 220, 240, 22, 12, 24, 153, 178, 155, 58, 58, 75, 110, 128, 84, 124, 117, 67, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
339, 1, 220, 240, 41, 12, 31, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
340, 1, 220, 240, 88, 132, 129, 154, 168, 165, 92, 58, 54, 122, 92, 120, 126, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
341, 1, 220, 240, 88, 157, 134, 141, 168, 150, 92, 43, 43, 122, 92, 121, 126, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
342, 1, 220, 220, 88, 132, 129, 154, 168, 165, 92, 58, 54, 122, 92, 120, 126, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
343, 1, 220, 240, 88, 157, 134, 141, 168, 150, 92, 43, 43, 122, 92, 121, 126, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
344, 1, 220, 240, 88, 132, 129, 153, 178, 155, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
345, 1, 220, 240, 88, 157, 134, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
346, 1, 220, 240, 88, 132, 129, 153, 178, 155, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
347, 1, 220, 240, 88, 157, 134, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
348, 1, 220, 240, 88, 132, 129, 154, 168, 165, 92, 58, 54, 122, 92, 120, 126, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
349, 1, 220, 240, 88, 157, 134, 141, 168, 150, 92, 43, 43, 122, 92, 121, 126, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
350, 1, 220, 240, 88, 132, 129, 153, 178, 155, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
351, 1, 220, 240, 88, 157, 134, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
352, 1, 220, 220, 88, 132, 129, 153, 178, 155, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
353, 1, 220, 240, 88, 157, 134, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
354, 1, 220, 240, 42, 31, 14, 75, 22, 45, 92, 60, 54, 124, 90, 120, 124, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
355, 1, 220, 240, 14, 27, 14, 90, 30, 61, 92, 45, 43, 124, 90, 121, 124, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
356, 1, 220, 240, 45, 33, 31, 70, 47, 50, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
357, 1, 220, 240, 33, 22, 16, 90, 54, 50, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
358, 1, 220, 240, 42, 31, 14, 75, 22, 45, 92, 60, 54, 124, 90, 120, 124, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
359, 1, 220, 240, 14, 27, 14, 90, 30, 61, 92, 45, 43, 124, 90, 121, 124, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
360, 1, 220, 240, 42, 31, 14, 75, 22, 45, 92, 60, 54, 124, 90, 120, 124, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
361, 1, 220, 240, 14, 27, 14, 90, 30, 61, 92, 45, 43, 124, 90, 121, 124, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
362, 1, 220, 220, 42, 31, 14, 75, 22, 45, 92, 60, 54, 124, 90, 120, 124, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
363, 1, 220, 240, 14, 27, 14, 90, 30, 61, 92, 45, 43, 124, 90, 121, 124, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
364, 1, 220, 240, 45, 33, 31, 70, 47, 50, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
365, 1, 220, 240, 33, 22, 16, 90, 54, 50, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
366, 1, 220, 240, 45, 33, 31, 70, 47, 50, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
367, 1, 220, 240, 33, 22, 16, 90, 54, 50, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
368, 1, 220, 240, 88, 132, 129, 154, 168, 165, 92, 58, 54, 122, 92, 120, 126, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
369, 1, 220, 240, 88, 157, 134, 141, 168, 150, 92, 43, 43, 122, 92, 121, 126, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
370, 1, 220, 240, 88, 132, 129, 154, 168, 165, 92, 58, 54, 122, 92, 120, 126, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
371, 1, 220, 240, 88, 157, 134, 141, 168, 150, 92, 43, 43, 122, 92, 121, 126, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
372, 1, 220, 220, 88, 132, 129, 153, 178, 155, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
373, 1, 220, 240, 88, 157, 134, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
374, 1, 220, 240, 88, 132, 129, 153, 178, 155, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
375, 1, 220, 240, 88, 157, 134, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
376, 1, 220, 240, 88, 132, 129, 154, 168, 165, 92, 58, 54, 122, 92, 120, 126, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
377, 1, 220, 240, 88, 157, 134, 141, 168, 150, 92, 43, 43, 122, 92, 121, 126, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
378, 1, 220, 240, 88, 132, 129, 153, 178, 155, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
379, 1, 220, 240, 88, 157, 134, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
380, 1, 220, 240, 88, 132, 129, 153, 178, 155, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
381, 1, 220, 240, 88, 157, 134, 141, 178, 145, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
382, 1, 220, 220, 42, 31, 14, 75, 22, 45, 92, 60, 54, 124, 90, 120, 124, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
383, 1, 220, 240, 14, 27, 14, 90, 30, 61, 92, 45, 43, 124, 90, 121, 124, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
384, 1, 220, 240, 45, 33, 31, 70, 47, 50, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
385, 1, 220, 240, 33, 22, 16, 90, 54, 50, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
386, 1, 220, 240, 42, 31, 14, 75, 22, 45, 92, 60, 54, 124, 90, 120, 124, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
387, 1, 220, 240, 14, 27, 14, 90, 30, 61, 92, 45, 43, 124, 90, 121, 124, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
388, 1, 220, 240, 42, 31, 14, 75, 22, 45, 92, 60, 54, 124, 90, 120, 124, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
389, 1, 220, 240, 14, 27, 14, 90, 30, 61, 92, 45, 43, 124, 90, 121, 124, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
390, 1, 220, 240, 42, 31, 14, 75, 22, 45, 92, 60, 54, 124, 90, 120, 124, 123, 67, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
391, 1, 220, 240, 14, 27, 14, 90, 30, 61, 92, 45, 43, 124, 90, 121, 124, 116, 71, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
392, 1, 220, 220, 45, 33, 31, 70, 47, 50, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
393, 1, 220, 240, 33, 22, 16, 90, 54, 50, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
394, 1, 220, 240, 45, 33, 31, 70, 47, 50, 61, 60, 75, 110, 128, 84, 122, 117, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
395, 1, 220, 240, 33, 22, 16, 90, 54, 50, 61, 63, 72, 111, 121, 85, 132, 139, 55, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
396, 1, 980, 1000, 30, 12, 31, 90, 41, 44, 89, 91, 140, 80, 90, 90, 88, 41, 100, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
397, 1, 780, 800, 47, 11, 29, 93, 40, 58, 90, 100, 140, 80, 90, 90, 80, 45, 97, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
398, 1, 780, 800, 90, 40, 59, 90, 148, 107, 90, 100, 140, 80, 90, 90, 80, 45, 97, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
399, 1, 780, 800, 119, 40, 59, 133, 134, 107, 90, 68, 141, 69, 90, 90, 116, 44, 108, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
400, 1, 780, 800, 120, 35, 39, 133, 163, 157, 90, 68, 141, 69, 90, 90, 116, 44, 108, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
401, 1, 1200, 1200, 90, 40, 59, 90, 148, 107, 90, 94, 140, 80, 90, 90, 86, 44, 100, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255 
